"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"BTAQU","Burgundy Technology Acquisition Corporation","10","431250000","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/btaqu",
"BTAQW","Burgundy Technology Acquisition Corporation","0.6","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/btaqw",
"BNR","Burning Rock Biotech Limited","27.96","434079000","15525000","2020","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/bnr",
"BFST","Business First Bancshares, Inc.","16.35","337911417.75","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bfst",
"CFFI","C&F Financial Corporation","30.3","110550095.4","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cffi",
"CHRW","C.H. Robinson Worldwide, Inc.","100.51","13551100235.53","n/a","1997","Transportation","Oil Refining/Marketing","https://old.nasdaq.com/symbol/chrw",
"CCCC","C4 Therapeutics, Inc.","27.2","1169197276.8","n/a","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cccc",
"CABA","Cabaletta Bio, Inc.","11.97","287753940.18","n/a","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/caba",
"CDNS","Cadence Design Systems, Inc.","112.61","31394992340","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cdns",
"CDZI","Cadiz, Inc.","10.04","349387080.4","n/a","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/cdzi",
"CZR","Caesars Entertainment, Inc.","54.47","11116083177.55","n/a","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/czr",
"CSTE","Caesarstone Ltd.","11.2","385670835.2","n/a","2012","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/cste",
"CLBS","Caladrius Biosciences, Inc.","1.68","32462819.76","n/a","n/a","Health Care","Misc Health and Biotechnology Services","https://old.nasdaq.com/symbol/clbs",
"CHY","Calamos Convertible and High Income Fund","12.15","889992396.45","n/a","2003","n/a","n/a","https://old.nasdaq.com/symbol/chy",
"CHI","Calamos Convertible Opportunities and Income Fund","11.51","816333110.65","n/a","2002","n/a","n/a","https://old.nasdaq.com/symbol/chi",
"CCD","Calamos Dynamic Convertible & Income Fund","24.05","588876467.4","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ccd",
"CHW","Calamos Global Dynamic Income Fund","8.48","503259040.8","n/a","2007","n/a","n/a","https://old.nasdaq.com/symbol/chw",
"CGO","Calamos Global Total Return Fund","12.45","109762163.1","n/a","2005","n/a","n/a","https://old.nasdaq.com/symbol/cgo",
"CPZ","Calamos Long/Short Equity & Dynamic Income Trust","15.16","0","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/cpz",
"CSQ","Calamos Strategic Total Return Fund","13.85","2145431493.85","n/a","2004","n/a","n/a","https://old.nasdaq.com/symbol/csq",
"CAMP","CalAmp Corp.","8.08","282960977.84","n/a","1983","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/camp",
"CVGW","Calavo Growers, Inc.","69.13","1220615690.08","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/cvgw",
"CALB","California BanCorp","13.05","106346107.35","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/calb",
"CALA","Calithera Biosciences, Inc.","3.76","265300753.36","n/a","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cala",
"CALT","Calliditas Therapeutics AB","27.88","111345610.6","3993745","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/calt",
"CALM","Cal-Maine Foods, Inc.","38.14","1860156452","n/a","1996","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/calm",
"CLMT","Calumet Specialty Products Partners, L.P.","3.59","280044562.78","n/a","2006","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/clmt",
"CLXT","Calyxt, Inc.","3.69","122450199.84","n/a","2017","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/clxt",
"CMBM","Cambium Networks Corporation","20.45","525295039.55","n/a","2019","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/cmbm",
"CATC","Cambridge Bancorp","64.17","444543578.64","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/catc",
"CAC","Camden National Corporation","32.05","479569598.5","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cac",
"CAMT","Camtek Ltd.","18.4","720348868","n/a","2000","Capital Goods","Electronic Components","https://old.nasdaq.com/symbol/camt",
"CAN","Canaan Inc.","1.96","98949549.44","50484464","2019","Technology","Semiconductors","https://old.nasdaq.com/symbol/can",
"CSIQ","Canadian Solar Inc.","44.12","2604919230.44","n/a","2006","Technology","Semiconductors","https://old.nasdaq.com/symbol/csiq",
"CGIX","Cancer Genetics, Inc.","3.89","9752832.95","n/a","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/cgix",
"CPHC","Canterbury Park Holding Corporation","12","56510016","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/cphc",
"CBNK","Capital Bancorp, Inc.","10.28","142071892.44","n/a","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/cbnk",
"CCBG","Capital City Bank Group","21.22","356077456.72","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ccbg",
"CPLP","Capital Product Partners L.P.","7.6","141535560","n/a","2007","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/cplp",
"CSWC","Capital Southwest Corporation","13.7","254657518","n/a","n/a","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/cswc",
"CSWCL","Capital Southwest Corporation","25.22","0","n/a","n/a","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/cswcl",
"CPTA","Capitala Finance Corp.","9.355","25362209.53","n/a","2013","n/a","n/a","https://old.nasdaq.com/symbol/cpta",
"CPTAG","Capitala Finance Corp.","22.92","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cptag",
"CPTAL","Capitala Finance Corp.","22.7001","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cptal",
"CFFN","Capitol Federal Financial, Inc.","11.29","1597711078.84","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cffn",
"CAPR","Capricor Therapeutics, Inc.","4.41","86983051.68","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/capr",
"CSTR","CapStar Financial Holdings, Inc.","10.64","233375174.48","n/a","2016","Finance","Major Banks","https://old.nasdaq.com/symbol/cstr",
"CPST","Capstone Turbine Corporation","5.44","60238675.84","n/a","2000","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cpst",
"CARA","Cara Therapeutics, Inc.","14.86","696737119.86","n/a","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cara",
"CRDF","Cardiff Oncology, Inc.","13.34","420210000","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/crdf",
"CSII","Cardiovascular Systems, Inc.","38.14","1530503621.66","n/a","1981","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/csii",
"CDLX","Cardlytics, Inc.","79.04","2156693660.16","n/a","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/cdlx",
"CATM","Cardtronics plc","19.43","864186283.58","n/a","2007","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/catm",
"CDNA","CareDx, Inc.","51.33","2513314471.83","n/a","2014","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/cdna",
"CTRE","CareTrust REIT, Inc.","17.67","1691666623.17","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ctre",
"CARG","CarGurus, Inc.","20.86","2356668450.22","n/a","2017","Technology","EDP Services","https://old.nasdaq.com/symbol/carg",
"PRTS","CarParts.com, Inc.","13.02","616113769.32","n/a","2007","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/prts",
"TAST","Carrols Restaurant Group, Inc.","6.59","347449934.26","n/a","2006","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/tast",
"CARE","Carter Bank & Trust","7.09","187068239.09","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/care",
"CARV","Carver Bancorp, Inc.","6.7","19144647","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/carv",
"CASA","Casa Systems, Inc.","4.31","358311065.58","n/a","2017","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/casa",
"CWST","Casella Waste Systems, Inc.","60.1","2907096979.8","n/a","1997","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/cwst",
"CASY","Caseys General Stores, Inc.","182.24","6728441671.52","n/a","1983","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/casy",
"CASI","CASI Pharmaceuticals, Inc.","1.61","199549564.69","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/casi",
"CASS","Cass Information Systems, Inc","41.59","599772675.61","n/a","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/cass",
"SAVA","Cassava Sciences, Inc.","9.4","234241730.2","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sava",
"CSTL","Castle Biosciences, Inc.","49.18","967968432.08","n/a","2019","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/cstl",
"CTRM","Castor Maritime Inc.","0.15","19681856.4","n/a","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/ctrm",
"CATB","Catabasis Pharmaceuticals, Inc.","5.86","111813306.34","n/a","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/catb",
"CBIO","Catalyst Biosciences, Inc. ","5.24","115610329.6","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cbio",
"CPRX","Catalyst Pharmaceuticals, Inc.","3.19","330048437.4","n/a","2006","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cprx",
"CATY","Cathay General Bancorp","23.31","1855942223.31","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/caty",
"CVCO","Cavco Industries, Inc.","182.38","1674290165.02","n/a","n/a","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/cvco",
"CBFV","CB Financial Services, Inc.","19.83","106957308.96","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cbfv",
"CBAT","CBAK Energy Technology, Inc.","2.87","186979610.3","n/a","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cbat",
"CBMB","CBM Bancorp, Inc.","12.46","47171790.68","n/a","2018","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cbmb",
"CBOE","Cboe Global Markets, Inc.","81.73","9138946437.5","n/a","2010","n/a","n/a","https://old.nasdaq.com/symbol/cboe",
"CBTX","CBTX, Inc.","18.87","470819992.05","n/a","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/cbtx",
"CDK","CDK Global, Inc.","45.56","5537388642.56","n/a","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/cdk",
"CDW","CDW Corporation","129.32","18450040301.88","n/a","2013","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/cdw",
"CECE","CECO Environmental Corp.","7.86","278980961.46","n/a","n/a","Capital Goods","Pollution Control Equipment","https://old.nasdaq.com/symbol/cece",
"CELC","Celcuity Inc.","5.32","54738825.96","n/a","2017","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/celc",
"CLDX","Celldex Therapeutics, Inc.","16.28","636978573.44","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/cldx",
"APOP","Cellect Biotechnology Ltd.","2.15","8383151","3899140","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/apop",
"APOPW","Cellect Biotechnology Ltd.","0.1595","0","n/a","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/apopw",
"CLRB","Cellectar Biosciences, Inc.","1.23","32750758.59","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/clrb",
"CLRBZ","Cellectar Biosciences, Inc.","0.135","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/clrbz",
"CLLS","Cellectis S.A.","18.08","326916394.72","18081659","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/clls",
"CBMG","Cellular Biomedicine Group, Inc.","18.42","357955473.18","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cbmg",
"CLSN","Celsion Corporation","0.5682","20545986.996","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/clsn",
"CELH","Celsius Holdings, Inc.","21.31","1525876530.49","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/celh",
"CYAD","Celyad SA","8.406","13029350.436","1550006","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cyad",
"CETX","Cemtrex Inc.","1.09","18250234.06","n/a","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/cetx",
"CETXP","Cemtrex Inc.","2.36","0","n/a","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/cetxp",
"CETXW","Cemtrex Inc.","0.053","0","n/a","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/cetxw",
"CDEV","Centennial Resource Development, Inc.","0.6452","179565041.6432","n/a","2016","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cdev",
"CNTG","Centogene N.V.","13.3","290755822","n/a","2019","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/cntg",
"CENT","Central Garden & Pet Company","41.43","2266116679.26","n/a","1993","Consumer Durables","Consumer Specialties","https://old.nasdaq.com/symbol/cent",
"CENTA","Central Garden & Pet Company","37.41","2046232801.62","n/a","n/a","Consumer Durables","Consumer Specialties","https://old.nasdaq.com/symbol/centa",
"CVCY","Central Valley Community Bancorp","14.02","175174249.94","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cvcy",
"CNTX","Centrexion Therapeutics Corporation","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cntx",
"CENX","Century Aluminum Company","7.725","691270342.65","n/a","1996","Basic Industries","Aluminum","https://old.nasdaq.com/symbol/cenx",
"CNBKA","Century Bancorp, Inc.","72.88","405789207.92","n/a","1987","Finance","Major Banks","https://old.nasdaq.com/symbol/cnbka",
"CNTY","Century Casinos, Inc.","5.63","166512666.06","n/a","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/cnty",
"CRNT","Ceragon Networks Ltd.","2.54","206094497.64","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/crnt",
"CERC","Cerecor Inc.","2.37","180492540.3","n/a","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cerc",
"CRNC","Cerence Inc.","57.82","2123299864.7","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/crnc",
"CERN","Cerner Corporation","72.7","22201238757.7","n/a","1986","Technology","EDP Services","https://old.nasdaq.com/symbol/cern",
"CERS","Cerus Corporation","6.42","1066819925.76","n/a","1997","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/cers",
"CEVA","CEVA, Inc.","43.64","967010686.6","n/a","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/ceva",
"CFBK","CF Bankshares Inc.","12.9201","84836684.1456","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cfbk",
"CFFA","CF Finance Acquisition Corp.","10.33","364951834.28","n/a","2019","Finance","Investment Managers","https://old.nasdaq.com/symbol/cffa",
"CFFAU","CF Finance Acquisition Corp.","9.46","0","n/a","2018","Finance","Investment Managers","https://old.nasdaq.com/symbol/cffau",
"CFFAW","CF Finance Acquisition Corp.","0.818","0","n/a","2019","Finance","Investment Managers","https://old.nasdaq.com/symbol/cffaw",
"CFII","CF Finance Acquisition Corp. II","9.7","347269476.9","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cfii",
"CFIIU","CF Finance Acquisition Corp. II","9.95","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cfiiu",
"CFIIW","CF Finance Acquisition Corp. II","n/a","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cfiiw",
"CSBR","Champions Oncology, Inc.","9.41","119769426.08","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/csbr",
"CHNG","Change Healthcare Inc.","14.8","4503599359.2","n/a","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/chng",
"CHNGU","Change Healthcare Inc.","54.29","0","n/a","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/chngu",
"CTHR","Charles & Colvard Ltd.","0.8706","25217503.596","n/a","1997","Consumer Durables","Consumer Specialties","https://old.nasdaq.com/symbol/cthr",
"GTLS","Chart Industries, Inc.","85.53","3078644737.83","n/a","2006","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/gtls",
"CHTR","Charter Communications, Inc.","608.26","124631973402.02","n/a","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/chtr",
"CHKP","Check Point Software Technologies Ltd.","123.75","17349761385","n/a","1996","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/chkp",
"CHEK","Check-Cap Ltd.","0.3585","16574163.396","n/a","2015","Health Care","Medical Electronics","https://old.nasdaq.com/symbol/chek",
"CHEKZ","Check-Cap Ltd.","0.0383","0","n/a","n/a","Health Care","Medical Electronics","https://old.nasdaq.com/symbol/chekz",
"CMPI","Checkmate Pharmaceuticals, Inc.","11.92","256835364.72","n/a","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cmpi",
"CKPT","Checkpoint Therapeutics, Inc.","2.45","165415469.1","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ckpt",
"CEMI","Chembio Diagnostics, Inc.","4.91","98993171.22","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cemi",
"CCXI","ChemoCentryx, Inc.","53.44","3681614825.92","n/a","2012","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ccxi",
"CHMG","Chemung Financial Corp","35.35","168973282.8","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/chmg",
"CHFS","CHF Solutions, Inc.","7.0327","19240827.2243","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/chfs",
"CHMA","Chiasma, Inc.","3.91","226006926.53","n/a","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/chma",
"CSSE","Chicken Soup for the Soul Entertainment, Inc.","13.78","174301814.44","n/a","2017","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/csse",
"CSSEN","Chicken Soup for the Soul Entertainment, Inc.","25.0201","0","n/a","n/a","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/cssen",
"CSSEP","Chicken Soup for the Soul Entertainment, Inc.","23","0","n/a","n/a","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/cssep",
"PLCE","Children&#39;s Place, Inc. (The)","24.73","360756615.49","n/a","1997","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/plce",
"CMRX","Chimerix, Inc.","2.79","173538652.86","n/a","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cmrx",
"CAAS","China Automotive Systems, Inc.","3.21","100068684.45","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/caas",
"CBPO","China Biologic Products Holdings, Inc.","113.62","4383900104.74","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cbpo",
"CCRC","China Customer Relations Centers, Inc.","4.77","87432192","n/a","2015","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ccrc",
"JRJC","China Finance Online Co. Limited","10.69","23538952.4","2201960","2004","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/jrjc",
"HGSH","China HGS Real Estate, Inc.","1.54","34688500","n/a","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/hgsh",
"CIH","China Index Holdings Limited","1.9","122269544.8","64352392","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/cih",
"CJJD","China Jo-Jo Drugstores, Inc.","1.05","39859879.5","n/a","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/cjjd",
"CLEU","China Liberal Education Holdings Limited","6.12","38759997.96","n/a","2020","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/cleu",
"CHNR","China Natural Resources, Inc.","1.39","47243433.98","n/a","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/chnr",
"CREG","China Recycling Energy Corporation","4.03","10689828.89","n/a","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/creg",
"SXTC","China SXT Pharmaceuticals, Inc.","0.285","17139013.65","n/a","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sxtc",
"CXDC","China XD Plastics Company Limited","1.18","83247632.38","n/a","n/a","Capital Goods","Containers/Packaging","https://old.nasdaq.com/symbol/cxdc",
"PLIN","China Xiangtai Food Co., Ltd.","0.86","20548863.22","n/a","2019","Consumer Non-Durables","Meat/Poultry/Fish","https://old.nasdaq.com/symbol/plin",
"CD","Chindata Group Holdings Limited","13.51","540400000","40000000","2020","n/a","n/a","https://old.nasdaq.com/symbol/cd",
"KDNY","Chinook Therapeutics, Inc.","16.72","271061312.72","n/a","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kdny",
"IMOS","ChipMOS TECHNOLOGIES INC.","20.12","92486348.44","4596737","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/imos",
"COFS","ChoiceOne Financial Services, Inc.","29.98","233464213.36","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cofs",
"CHPM","CHP Merger Corp.","10.17","381375000","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/chpm",
"CHPMU","CHP Merger Corp.","10.52","0","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/chpmu",
"CHPMW","CHP Merger Corp.","1.0099","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/chpmw",
"CDXC","ChromaDex Corporation","4.94","304424664.44","n/a","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/cdxc",
"CHSCL","CHS Inc","28.48","0","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chscl",
"CHSCM","CHS Inc","27.035","0","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chscm",
"CHSCN","CHS Inc","27.9","0","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chscn",
"CHSCO","CHS Inc","27.87","0","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chsco",
"CHSCP","CHS Inc","28.58","0","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chscp",
"CHDN","Churchill Downs, Incorporated","169.4","6680144671.2","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/chdn",
"CHUY","Chuy&#39;s Holdings, Inc.","23.4","460743472.8","n/a","2012","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/chuy",
"CDTX","Cidara Therapeutics, Inc.","2.99","128447993.05","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cdtx",
"CIIC","CIIG Merger Corp.","10.105","326833593.75","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ciic",
"CIICU","CIIG Merger Corp.","10.455","0","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/ciicu",
"CIICW","CIIG Merger Corp.","1.05","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ciicw",
"CMCT","CIM Commercial Trust Corporation","7.95","117877909.5","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cmct",
"CMCTP","CIM Commercial Trust Corporation","23.6753","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cmctp",
"CMPR","Cimpress PLC","83.06","2159863085.94","n/a","n/a","Miscellaneous","Publishing","https://old.nasdaq.com/symbol/cmpr",
"CNNB","Cincinnati Bancorp, Inc.","9.75","29012343.75","n/a","2020","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cnnb",
"CINF","Cincinnati Financial Corporation","79.82","12839326769.1","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cinf",
"CIDM","Cinedigm Corp","0.555","67514192.115","n/a","n/a","Consumer Services","Consumer Electronics/Video Chains","https://old.nasdaq.com/symbol/cidm",
"CTAS","Cintas Corporation","343.66","35955559465.44","n/a","1983","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/ctas",
"CRUS","Cirrus Logic, Inc.","69.16","4038449367.68","n/a","1989","Technology","Semiconductors","https://old.nasdaq.com/symbol/crus",
"CSCO","Cisco Systems, Inc.","39.2","165950271642.4","n/a","1990","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/csco",
"CTRN","Citi Trends, Inc.","27.26","289887256.12","n/a","2005","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/ctrn",
"CTXR","Citius Pharmaceuticals, Inc.","1.16","64351953.52","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ctxr",
"CTXRW","Citius Pharmaceuticals, Inc.","0.2817","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ctxrw",
"CZNC","Citizens & Northern Corp","17.6","279330884.8","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cznc",
"CZWI","Citizens Community Bancorp, Inc.","7.24","80731031.8","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/czwi",
"CIZN","Citizens Holding Company","21.37","119380961.97","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cizn",
"CTXS","Citrix Systems, Inc.","136.72","16889293399.36","n/a","1995","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ctxs",
"CHCO","City Holding Company","59","945780620","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/chco",
"CIVB","Civista Bancshares, Inc. ","14","224741706","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/civb",
"CLAR","Clarus Corporation","14.88","461660838.72","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/clar",
"CLNE","Clean Energy Fuels Corp.","2.675","531498277.875","n/a","2007","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/clne",
"CLSK","CleanSpark, Inc.","9","156188493","n/a","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/clsk",
